ID,Customer ID,Age,Gender,State,Annual Income,Annual Disposal,Education Level,Zip Code
602,CB001602,48,Male,California,120000,7200,Some College,91205
238,CB001238,error,Male,Virginia,23000,920,High School Diploma,22847
212,CB001212,48,Male,Tennessee,120000,7200,Some College,37027
1404,CB002404,28,Other,California,40000,3600,High School Diploma,92518
1102,CB002102,16,Male,Florida,1400,70,,33308
1094,CB002094,20,Female,Illinois,5600,280,Some College,62547
431,CB001431,25,Female,Illinois,46000,1840,High School Diploma,60514
927,CB001927,32,Male,Ohio,46000,4140,,43842
578,CB001578,45,Female,Illinois,110000,3300,Bachelor's Degree,62522
242,CB001242,33,Female,Texas,45000,1350,Bachelor's Degree,78253
757,CB001757,46,Male,Pennsylvania,140000,4200,,15906
838,CB001838,38,Male,Florida,64000,3840,Some College,33316
451,CB001451,47,,Oregon,150000,7500,Bachelor's Degree,97326
80,CB001080,17,Male,Pennsylvania,670,54,GED,19501
1455,CB002455,37,Female,Wyoming,85000,4250,Doctorate Degree,82217
555,CB001555,31,Male,South Dakota,26000,1560,High School Diploma,57259
1221,CB002221,44,Male,California,150000,7500,Some College,91304
1393,CB002393,45,Female,Pennsylvania,120000,8400,,15137
369,CB001369,18,Other,Ohio,2200,154,High School Diploma,44067
567,CB001567,37,Male,Montana,67000,2680,Master's Degree,59315
906,CB001906,43,Female,Michigan,130000,6500,Bachelor's Degree,49686
762,CB001762,40,Male,Michigan,120000,10800,Master's Degree,48197
399,CB001399,46,Male,Mississippi,110000,6600,High School Diploma,38917
1077,CB002077,39,Female,Maryland,63000,1890,GED,21853
489,CB001489,43,Female,California,150000,6000,GED,93313
787,CB001787,20,Male,Michigan,8400,672,GED,48853
773,CB001773,31,Male,Montana,32000,1600,Bachelor's Degree,59461
1136,CB002136,45,Female,Washington,110000,8800,High School Diploma,98022
211,CB001211,44,Male,New York,140000,7000,GED,14843
343,CB001343,22,Other,Wyoming,18000,900,Some College,82723
725,CB001725,42,Male,Florida,100000,5000,GED,33407
412,CB001412,32,Male,Alabama,48000,1440,Master's Degree,35986
576,CB001576,20,Female,Utah,6400,576,High School Diploma,84733
439,CB001439,31,Female,Georgia,38000,3040,GED,30711
275,CB001275,33,Male,Illinois,41000,1640,Some High School,60053
1190,CB002190,22,Male,Washington,11000,660,Some College,98527
1447,CB002447,40,Male,North Carolina,150000,9000,Master's Degree,27890
1257,CB002257,34,Male,Missouri,32000,1920,High School Diploma,64459
1284,CB002284,30,Female,Missouri,40000,3600,Bachelor's Degree,65285
1026,CB002026,40,Other,North Dakota,140000,9800,Some High School,58062
720,CB001720,39,Female,Indiana,65000,3900,Bachelor's Degree,46201
588,CB001588,22,Male,California,16000,800,Bachelor's Degree,95482
127,CB001127,17,Female,New York,1400,56,GED,11970
389,CB001389,29,Male,Michigan,45000,4050,Master's Degree,49265
577,CB001577,18,Female,California,2400,72,Some High School,91791
1013,CB002013,42,Male,Texas,120000,9600,Associate's Degree,75206
73,CB001073,21,Male,New Jersey,19000,760,Associate's Degree,7066
96,CB001096,21,Female,Pennsylvania,21000,1890,Associate's Degree,15924
1407,CB002407,24,Male,Michigan,22000,1980,Associate's Degree,48727
1070,CB002070,33,Male,Montana,29000,2610,Some College,59343
1067,CB002067,39,Other,North Dakota,76000,5320,High School Diploma,58239
1117,CB002117,35,Male,Wisconsin,70000,6300,High School Diploma,54135
162,CB001162,46,Male,Michigan,130000,3900,Master's Degree,48335
535,CB001535,28,Male,Illinois,36000,3240,GED,60406
1451,CB002451,17,Female,Washington,1100,44,,98372
765,CB001765,25,Male,Missouri,30000,1800,Some High School,64858
392,CB001392,39,Male,Idaho,62000,5580,error,83301
1108,CB002108,35,Male,Tennessee,100000,7000,Some High School,37317
982,CB001982,17,Male,North Carolina,530,16,High School Diploma,28326
133,CB001133,30,Male,Missouri,43000,1290,Some College,64433
511,CB001511,41,Female,Massachusetts,110000,3300,High School Diploma,2356
643,CB001643,41,Female,Virginia,110000,9900,Master's Degree,22654
1175,CB002175,29,Male,North Carolina,43000,3440,Some College,28698
620,CB001620,42,Female,Montana,130000,7800,Bachelor's Degree,59482
805,CB001805,19,Female,California,2100,63,High School Diploma,94534
1350,CB002350,37,Male,West Virginia,84000,6720,Master's Degree,26134
1498,CB002498,2,Female,Colorado,130000,7800,Master's Degree,80824
130,CB001130,41,Male,California,120000,7200,Some High School,92059
17,CB001017,18,Male,New Jersey,3300,99,Some High School,7086
562,CB001562,35,Male,Massachusetts,68000,4080,High School Diploma,1571
1199,CB002199,27,Other,Illinois,34000,1360,High School Diploma,62914
213,CB001213,47,Male,Texas,140000,5600,High School Diploma,75853
196,CB001196,24,Female,Kansas,13000,1040,Associate's Degree,66840
904,CB001904,42,Female,Oklahoma,120000,9600,High School Diploma,74401
840,CB001840,29,Other,California,Income,4140,Some High School,95436
1142,CB002142,26,Female,New Mexico,45000,4050,Associate's Degree,87042
318,CB001318,28,Female,,36000,1800,Bachelor's Degree,12183
390,CB001390,17,Male,Kentucky,580,29,High School Diploma,41836
1158,CB002158,42,Male,Ohio,150000,9000,Bachelor's Degree,44682
886,CB001886,19,Female,Alaska,2700,189,Some High School,99662
551,CB001551,44,Male,Texas,130000,5200,Bachelor's Degree,78361
676,CB001676,17,Male,Oregon,1400,98,Some High School,97037
1048,CB002048,20,Female,Illinois,6500,520,Some High School,62028
1245,CB002245,28,Female,Oklahoma,47000,1880,Some College,73543
317,CB001317,29,Male,Michigan,41000,3280,High School Diploma,48234
1449,CB002449,23,Male,West Virginia,13000,1040,GED,26271
426,CB001426,23,Female,Kentucky,22000,1100,Some College,40010
215,CB001215,43,Male,California,110000,3300,GED,94579
480,CB001480,41,Other,Iowa,100000,5000,Associate's Degree,50240
1412,CB002412,19,Female,Oklahoma,2200,198,,73440
1366,CB002366,41,Male,Michigan,150000,7500,Some High School,48469
283,CB001283,21,Male,Missouri,18000,1440,Some College,63135
125,CB001125,33,Male,Massachusetts,37000,1110,Associate's Degree,1940
52,CB001052,16,Male,Virginia,190,11,,24225
1124,CB002124,44,Other,Pennsylvania,150000,12000,Associate's Degree,18624
72,CB001072,29,29,Puerto Rico,34000,3060,Associate's Degree,976
925,CB001925,40,Male,Pennsylvania,140000,7000,GED,18812
1364,CB002364,23,Other,Kansas,25000,1750,Associate's Degree,67643
622,CB001622,27,Male,,46000,1840,Bachelor's Degree,46123
1130,CB002130,17,Male,California,1100,99,,93710
729,CB001729,27,Female,New York,33000,2640,Some College,12953
669,CB001669,21,Female,North Carolina,20000,1600,Some College,28428
1120,CB002120,18,Female,Iowa,4100,164,High School Diploma,50466
1179,CB002179,44,Male,Pennsylvania,140000,8400,Master's Degree,18058
913,CB001913,46,Female,Indiana,130000,3900,Bachelor's Degree,46126
1405,CB002405,21,Female,Alabama,24000,2160,High School Diploma,36441
1210,CB002210,16,Female,Minnesota,1600,112,,55077
56,CB001056,30,Female,Michigan,50000,3000,Bachelor's Degree,49970
1401,CB002401,23,Male,Kentucky,17000,510,Some High School,41543
1356,CB002356,37,Female,Wisconsin,,8820,Some College,53587
134,CB001134,40,Female,Vermont,130000,5200,GED,5076
30,CB001030,30,,New Jersey,40000,3600,High School Diploma,7630
350,CB001350,33,Female,Colorado,49000,1470,Bachelor's Degree,80488
1344,CB002344,29,Male,Idaho,49000,2940,Some College,83851
1468,CB002468,45,Female,South Dakota,130000,11700,Some College,57576
1474,CB002474,40,Other,New Jersey,150000,12000,Some High School,7068
1139,CB002139,44,Male,West Virginia,110000,7700,Some College,24716
1241,CB002241,21,Male,Illinois,14000,980,Bachelor's Degree,60173
456,CB001456,37,Female,Texas,75000,4500,Some High School,79369
83,CB001083,19,Male,New Mexico,3400,102,High School Diploma,88022
865,CB001865,40,Male,California,140000,4200,GED,94586
1279,CB002279,39,Female,New York,72000,5040,Bachelor's Degree,10168
278,CB001278,48,Male,Kentucky,130000,5200,Some College,40514
14,CB001014,42,Male,Iowa,120000,6000,High School Diploma,50668
1410,CB002410,41,Male,New York,120000,3600,High School Diploma,13501
435,CB001435,21,Other,Texas,10000,800,Bachelor's Degree,76429
613,CB001613,46,Male,Texas,150000,10500,Some High School,78608
924,CB001924,44,Female,Arizona,120000,6000,Some College,85281
871,CB001871,41,Male,Florida,140000,12600,High School Diploma,34139
1271,CB002271,33,Male,Mississippi,26000,780,,38944
1168,CB002168,35,Female,Illinois,75000,5250,Master's Degree,60160
1436,CB002436,20,Female,Pennsylvania,9800,294,High School Diploma,16410
842,CB001842,29,Female,Virginia,41000,2460,High School Diploma,23875
224,CB001224,26,Male,Texas,38000,2280,Master's Degree,78728
735,CB001735,23,Female,Minnesota,14000,560,High School Diploma,55322
1033,CB002033,17,Female,Minnesota,1100,33,Some High School,55798
43,CB001043,31,Male,Massachusetts,39000,1170,Some High School,2557
923,CB001923,38,Male,Texas,51000,3060,Some College,77831
1224,CB002224,31,Other,,34000,1700,High School Diploma,84739
1282,CB002282,19,Male,New York,4300,258,,14108
1118,CB002118,20,Female,Texas,5600,448,,76869
693,CB001693,27,Male,Oklahoma,45000,1800,,73054
1427,CB002427,45,,Georgia,100000,6000,Associate's Degree,31032
1296,CB002296,38,Female,New Hampshire,82000,4920,Some College,3860
1419,CB002419,34,Male,North Carolina,36000,1080,Some High School,28511
187,CB001187,39,Male,Massachusetts,54000,3780,GED,2645
227,CB001227,36,Male,New York,51000,2550,Doctorate Degree,12170
341,CB001341,34,Male,Michigan,40000,3600,High School Diploma,49841
1348,CB002348,46,Male,Texas,150000,9000,Bachelor's Degree,75657
513,CB001513,43,Male,North Carolina,150000,13500,Master's Degree,27018
680,CB001680,35,Female,Wisconsin,100000,5000,High School Diploma,54474
35,CB001035,31,Other,Iowa,41000,1230,Associate's Degree,50237
1476,CB002476,18,Other,Missouri,2600,234,Some High School,65705
600,CB001600,39,Male,Nebraska,81000,3240,Some College,68138
998,CB001998,48,Female,Vermont,110000,7700,High School Diploma,5056
918,CB001918,29,Female,Texas,29000,870,Some College,76490
1315,CB002315,31,Female,Montana,28000,2520,Associate's Degree,59758
849,CB001849,36,Male,,82000,7380,GED,56577
168,CB001168,34,Male,Kansas,35000,2450,Associate's Degree,66026
394,CB001394,,Other,Michigan,3400,204,Some High School,48211
977,CB001977,28,Female,North Carolina,28000,1120,Bachelor's Degree,27051
1256,CB002256,41,Female,Nevada,130000,10400,Some High School,89801
968,CB001968,19,Male,Montana,3100,186,,59854
1403,CB002403,40,Male,New York,140000,5600,Bachelor's Degree,12970
733,CB001733,17,Male,Georgia,470,19,30401,30401
1242,CB002242,48,Female,California,100000,6000,Some College,93526
967,CB001967,46,Male,West Virginia,140000,11200,GED,24737
532,CB001532,43,Female,Oklahoma,120000,8400,Bachelor's Degree,74468
1243,CB002243,42,Male,Virginia,120000,4800,Associate's Degree,23315
81,CB001081,27,Male,South Dakota,48000,2400,Associate's Degree,57278
960,CB001960,43,Male,Kansas,120000,8400,GED,66760
1213,CB002213,25,Female,Wyoming,26000,1300,Bachelor's Degree,82414
875,CB001875,41,Other,Colorado,130000,11700,Master's Degree,80924
611,CB001611,30,Female,North Carolina,36000,2160,GED,28693
204,CB001204,33,Male,Missouri,43000,2580,GED,65658
820,CB001820,46,Female,Florida,120000,6000,High School Diploma,33129
831,CB001831,16,Female,Arkansas,1900,171,,71956
628,CB001628,28,Male,New Hampshire,28000,1680,High School Diploma,3215
1302,CB002302,23,Male,California,22000,1320,GED,94956
1477,CB002477,20,Male,Florida,-5990,354,Some College,33585
768,CB001768,19,Male,Pennsylvania,2300,161,Some High School,17084
1253,CB002253,28,Male,Pennsylvania,28000,1120,Associate's Degree,15853
1369,CB002369,40,Male,Oregon,130000,3900,GED,97014
825,CB001825,43,Male,Connecticut,100000,4000,Associate's Degree,6810
32,CB001032,43,Male,Illinois,-150000,9000,Bachelor's Degree,61434
1043,CB002043,31,Female,Vermont,28000,1120,Associate's Degree,5252
1435,CB002435,26,Other,North Carolina,46000,2760,Master's Degree,27030
920,CB001920,44,Male,Maryland,130000,6500,High School Diploma,20646
1251,CB002251,30,Female,Massachusetts,37000,2220,,2467
1083,CB002083,32,Male,Iowa,32000,2240,Some High School,50138
1186,CB002186,28,Female,Georgia,47000,4230,GED,31302
249,CB001249,21,Male,Pennsylvania,22000,1540,Associate's Degree,15945
1446,CB002446,38,Male,Michigan,77000,3080,Some College,49269
1276,CB002276,16,Female,Wisconsin,1400,70,,53108
783,CB001783,30,Male,Michigan,42000,2100,Associate's Degree,49959
136,CB001136,24,Male,South Carolina,20000,1400,,29063
1329,CB002329,26,Male,Florida,25000,750,High School Diploma,34744
123,CB001123,46,Male,Arkansas,140000,8400,Bachelor's Degree,71659
1216,CB002216,35,Female,Texas,74000,3700,High School Diploma,78344
233,CB001233,17,Female,Maryland,240,14,High School Diploma,20758
791,CB001791,18,Male,Nebraska,2500,225,,68520
1050,CB002050,16,Male,Indiana,1600,112,,46530
95,CB001095,44,Female,Maryland,150000,7500,Bachelor's Degree,21863
936,CB001936,41,Male,Nebraska,140000,4200,Bachelor's Degree,68883
1021,CB002021,42,Female,Minnesota,150000,6000,Some High School,56443
1131,CB002131,41,Male,Georgia,130000,5200,Some College,30189
218,CB001218,26,Male,Minnesota,26000,2080,GED,55397
645,CB001645,41,Male,South Dakota,110000,5500,Some High School,57644
1196,CB002196,34,Female,Virginia,44000,2640,Bachelor's Degree,23962
21,CB001021,22,Female,Utah,14000,840,Associate's Degree,84334
1044,CB002044,27,Female,Minnesota,45000,2700,Associate's Degree,56165
1075,CB002075,41,Male,Nevada,130000,7800,Associate's Degree,89440
280,CB001280,40,Female,New York,140000,9800,Some College,12496
1499,CB002499,41,Male,Arkansas,140000,8400,Some College,72644
342,CB001342,22,Male,Maryland,17000,850,Associate's Degree,20882
1380,CB002380,48,Other,Alabama,130000,10400,Master's Degree,35082
464,CB001464,22,Female,California,15000,1050,Some High School,90064
1195,CB002195,19,Male,Missouri,3900,273,,64652
34,CB001034,36,Male,Michigan,72000,4320,Some High School,49017
1036,CB002036,43,Male,Kentucky,140000,8400,Associate's Degree,41301
251,CB001251,22,Female,Kansas,14000,840,Some High School,66502
433,CB001433,42,Male,Virginia,140000,8400,Associate's Degree,24577
384,CB001384,33,Male,North Carolina,29000,1740,Bachelor's Degree,28304
534,CB001534,40,Male,California,110000,8800,Bachelor's Degree,96124
1047,CB002047,19,Female,California,3100,155,High School Diploma,93309
695,CB001695,43,Male,New York,140000,7000,Bachelor's Degree,12502
1300,CB002300,29,Male,North Carolina,37000,3330,Associate's Degree,28350
563,CB001563,38,Male,Mississippi,96000,2880,High School Diploma,39115
763,CB001763,26,Male,Texas,43000,3440,Bachelor's Degree,78526
1425,CB002425,30,Female,Pennsylvania,30000,2700,,16826
15,CB001015,31,Male,Arkansas,38000,1900,High School Diploma,71937
293,CB001293,18,Male,Michigan,2500,200,GED,49955
454,CB001454,30,Female,Wisconsin,46000,3680,High School Diploma,54448
279,CB001279,43,Male,West Virginia,110000,5500,Associate's Degree,26264
8,CB001008,24,Male,Pennsylvania,15000,1350,Associate's Degree,18104
521,CB001521,31,Female,Indiana,39000,2340,Associate's Degree,46802
1471,CB002471,30,Female,South Dakota,43000,3010,,57758
1464,CB002464,43,Male,Nevada,150000,6000,Some College,89830
1222,CB002222,30,Female,Virginia,33000,1980,Associate's Degree,24148
670,CB001670,18,Male,North Dakota,3200,96,,58640
495,CB001495,23,Female,Alabama,11000,990,Bachelor's Degree,35755
537,CB001537,20,Female,West Virginia,5800,406,GED,25261
415,CB001415,29,Other,Indiana,50000,2000,Bachelor's Degree,46563
615,CB001615,46,Male,California,110000,3300,GED,92868
666,CB001666,44,Male,Nebraska,130000,6500,Master's Degree,68863
1384,CB002384,31,Female,Ohio,37000,2590,,44230
1008,CB002008,33,Female,Pennsylvania,40000,1200,Master's Degree,17329
591,CB001591,20,Female,Michigan,7800,702,GED,49406
1371,CB002371,42,Male,North Carolina,120000,3600,Some High School,27821
358,CB001358,44,Female,Maryland,110000,6600,Bachelor's Degree,21662
874,CB001874,23,Male,West Virginia,16000,1120,Some College,26617
135,CB001135,36,Other,Alabama,59000,4720,Bachelor's Degree,35801
878,CB001878,18,Other,Pennsylvania,2300,92,High School Diploma,19320
954,CB001954,30,Other,Illinois,33000,2640,High School Diploma,60605
1000,CB002000,19,Male,Ohio,4000,120,,45861
1394,CB002394,34,Male,Georgia,37000,2220,Associate's Degree,30438
873,CB001873,38,Male,South Dakota,70000,4900,Some College,57446
907,CB001907,36,Male,California,72000,6480,High School Diploma,95559
568,CB001568,21,Male,Iowa,14000,980,GED,52737
1424,CB002424,42,Male,Ohio,110000,6600,Some High School,45030
1128,CB002128,17,Male,Louisiana,830,58,GED,70747
188,CB001188,25,Female,North Carolina,48000,1440,Bachelor's Degree,27343
806,CB001806,18,Female,Texas,4200,378,Some High School,76109
482,CB001482,34,Female,New York,34000,1700,Some High School,10708
1010,CB002010,19,Other,Connecticut,2900,87,Some High School,6254
909,CB001909,32,Male,Minnesota,43000,3010,Master's Degree,56335
678,CB001678,31,,Michigan,34000,2380,Bachelor's Degree,49762
1078,CB002078,20,Other,California,5400,486,GED,90210
1058,CB002058,39,Male,Ohio,"93,0OO",2730,Bachelor's Degree,44214
775,CB001775,16,Male,Maine,230,12,,4271
1207,CB002207,17,Male,Pennsylvania,1600,96,Some High School,17752
681,CB001681,20,Female,New Jersey,8800,616,High School Diploma,7847
310,CB001310,44,Male,West Virginia,120000,4800,Some College,25512
616,CB001616,30,Male,Minnesota,43000,3440,High School Diploma,56657
1005,CB002005,26,Male,New Hampshire,29000,1450,Bachelor's Degree,3598
61,CB001061,46,Female,Illinois,140000,4200,Master's Degree,61537
665,CB001665,37,Male,Iowa,84000,3360,Master's Degree,52245
981,CB001981,42,Female,Missouri,120000,10800,GED,64101
370,CB001370,24,Male,New Mexico,18000,540,Associate's Degree,87749
75,CB001075,16,Male,Kentucky,1100,33,,42220
1422,CB002422,25,Female,Texas,47000,4230,Some College,78712
618,CB001618,19,Male,California,3300,231,GED,92356
250,CB001250,34,,Kentucky,34000,3060,GED,42634
1415,CB002415,44,Male,California,120000,4800,Some High School,95610
117,CB001117,17,Male,Arkansas,1300,117,,72857
93,CB001093,32,Male,Texas,41000,2050,Some College,75709
1208,CB002208,22,Female,Ohio,13000,910,GED,44265
647,CB001647,24,Male,Florida,15000,1350,Some High School,32091
1112,CB002112,27,Other,Texas,47000,1880,Associate's Degree,79540
434,CB001434,19,Other,New Jersey,2200,66,Some High School,8830
1238,CB002238,35,Male,Pennsylvania,52000,4160,Some High School,16229
962,CB001962,31,Male,Indiana,31000,2170,Some College,47324
929,CB001929,36,Female,Arkansas,92000,5520,High School Diploma,72560
147,CB001147,32,Female,Alabama,29000,2320,Some High School,35746
405,CB001405,34,Male,Alabama,43000,2150,Master's Degree,35652
848,CB001848,44,Male,Missouri,150000,7500,High School Diploma,64118
1098,CB002098,21,Female,Texas,14000,700,Bachelor's Degree,77436
1349,CB002349,30,Female,Utah,31000,1860,Some High School,84055
640,CB001640,48,Male,Pennsylvania,120000,9600,Bachelor's Degree,15448
691,CB001691,20,Female,Georgia,5200,364,High School Diploma,39827
126,CB001126,35,Other,Maine,69000,3450,Master's Degree,4736
644,CB001644,29,Female,Missouri,39000,3120,Some College,63117
1368,CB002368,40,Female,North Dakota,130000,6500,Some High School,58793
492,CB001492,48,Male,Indiana,140000,9800,Bachelor's Degree,47946
1387,CB002387,23,Male,North Carolina,13000,520,Some College,28901
401,CB001401,41,Other,New Jersey,110000,8800,High School Diploma,7032
1030,CB002030,35,Male,Kansas,95000,5700,High School Diploma,67213
1161,CB002161,33,Female,Maryland,28000,840,Associate's Degree,20833
1011,CB002011,37,Female,Illinois,53000,1590,GED,60712
1258,CB002258,46,Male,Colorado,150000,6000,GED,80447
321,CB001321,19,Female,Wisconsin,4300,387,High School Diploma,54935
161,CB001161,45,Male,Kansas,130000,3900,Some High School,66066
497,CB001497,38,Female,South Carolina,57000,2280,Master's Degree,29906
746,CB001746,26,Male,Iowa,48000,2880,Some College,52756
1268,CB002268,38,Male,Nebraska,53000,3180,Some College,68327
1185,CB002185,34,Male,Iowa,35000,2450,Associate's Degree,50510
1359,CB002359,48,Female,Georgia,130000,10400,Associate's Degree,30830
503,CB001503,47,Female,Maryland,140000,12600,Some College,21223
632,CB001632,40,Male,New York,120000,7200,Some College,14072
545,CB001545,21,Male,Kentucky,12000,480,GED,41538
1176,CB002176,3,Other,Maryland,29000,2610,Some High School,21911
428,CB001428,43,Male,Indiana,150000,4500,Some High School,46350
7,CB001007,43,Female,Massachusetts,150000,9000,Some High School,1030
272,CB001272,36,Female,New York,78000,6240,High School Diploma,12850
270,CB001270,32,Female,Pennsylvania,42000,2940,Some High School,16803
179,CB001179,27,Female,Pennsylvania,44000,1760,Associate's Degree,19342
1373,CB002373,39,Male,Arkansas,90000,4500,Doctorate Degree,72940
592,CB001592,30,Male,New Hampshire,27000,2430,High School Diploma,3033
1038,CB002038,37,Female,Pennsylvania,92000,5520,Master's Degree,18354
921,CB001921,41,Male,Arizona,120000,6000,Bachelor's Degree,85137
47,CB001047,18,Female,Alabama,3200,128,,35051
228,CB001228,46,Female,Florida,140000,11200,Some College,32202
876,CB001876,31,Male,California,35000,2100,High School Diploma,90027
1432,CB002432,33,Male,Nevada,48000,1440,Associate's Degree,89109
970,CB001970,16,Other,California,720,22,,94938
1266,CB002266,32,Male,North Dakota,33000,2310,GED,58343
1263,CB002263,46,Male,Minnesota,140000,7000,Some High School,56308
1022,CB002022,41,Female,California,130000,7800,Bachelor's Degree,93645
143,CB001143,23,Female,Maryland,16000,1120,High School Diploma,21521
802,CB001802,45,Female,California,150000,4500,Associate's Degree,95642
579,CB001579,35,Female,North Dakota,63000,5040,Master's Degree,58707
986,CB001986,30,Female,Missouri,43000,2580,Bachelor's Degree,65068
156,CB001156,47,Male,Michigan,140000,4200,GED,49722
256,CB001256,26,Male,New York,26000,1560,Some High School,12523
1203,CB002203,20,Other,Michigan,7300,438,,49236
1441,CB002441,46,Male,New Mexico,110000,9900,Some High School,88024
1217,CB002217,18,Male,Missouri,4800,336,Some High School,65079
1103,CB002103,21,,Pennsylvania,19000,1330,GED,15765
898,CB001898,,Female,Georgia,65000,1950,GED,30621
836,CB001836,43,Male,California,140000,5600,Some College,92618
372,CB001372,35,Male,Ohio,93000,2790,Doctorate Degree,44827
1228,CB002228,20,Female,Montana,8800,704,Some High School,59469
471,CB001471,16,Male,Illinois,150,9,,61880
171,CB001171,36,Female,Montana,77000,3850,Master's Degree,59833
770,CB001770,16,Female,California,940,47,,90640
1254,CB002254,34,Other,Oklahoma,25000,1500,Master's Degree,74126
1074,CB002074,18,Female,Illinois,3900,351,,62664
1249,CB002249,25,Female,Kentucky,38000,3420,Bachelor's Degree,42440
467,CB001467,38,Other,Kansas,91000,4550,Some College,66741
269,CB001269,36,Female,Oklahoma,54000,4320,Master's Degree,73601
53,CB001053,16,Female,Utah,1600,112,,84074
25,CB001025,35,Female,Ohio,71000,3550,Some College,45348
782,CB001782,21,Other,California,22000,880,Some High School,95432
866,CB001866,37,Female,Tennessee,65000,3900,Some High School,38376
574,CB001574,37,Male,New Jersey,59000,4720,Some High School,8752
583,CB001583,38,Male,California,94000,4700,Some High School,91351
571,CB001571,43,Female,Pennsylvania,130000,3900,Some College,15059
908,CB001908,46,Male,Kentucky,120000,10800,Associate's Degree,42354
1097,CB002097,31,Male,Maine,37000,2220,High School Diploma,4969
653,CB001653,,Female,Maryland,140000,7000,Some High School,20695
1066,CB002066,45,Female,Indiana,140000,7000,GED,47849
300,CB001300,28,Female,California,49000,4410,Some High School,94618
575,CB001575,25,,Kentucky,43000,3440,Bachelor's Degree,42544
1288,CB002288,43,Female,California,140000,5600,Some High School,93036
1184,CB002184,38,Other,North Carolina,69000,5520,Master's Degree,28097
1280,CB002280,34,Other,South Carolina,30000,2100,Master's Degree,29118
271,CB001271,27,Female,North Carolina,26000,2080,Some High School,27214
1110,CB002110,30,Female,Washington,29000,1740,Some High School,98027
1472,CB002472,20,Male,California,9300,744,,90810
443,CB001443,48,Female,California,120000,4800,High School Diploma,91710
391,CB001391,41,Male,Nebraska,110000,5500,Bachelor's Degree,68715
79,CB001079,28,Male,Alaska,46000,2300,Some College,99579
883,CB001883,32,Female,Louisiana,45000,3150,GED,70501
1114,CB002114,29,Male,Maryland,49000,4410,Master's Degree,21746
985,CB001985,41,mail,Kansas,140000,5600,High School Diploma,67349
635,CB001635,22,Male,Illinois,12000,840,Some College,62365
458,CB001458,16,Male,Minnesota,1400,112,,55718
1365,CB002365,32,Male,Illinois,29000,2030,Master's Degree,60141
1320,CB002320,16,Male,Iowa,1800,126,,52533
971,CB001971,26,Female,Nebraska,42000,3360,High School Diploma,68855
835,CB001835,22,Female,Ohio,23000,1380,GED,43348
655,CB001655,37,Female,New York,79000,5530,Doctorate Degree,12183
991,CB001991,25,Male,Nebraska,46000,2760,Bachelor's Degree,68771
409,CB001409,37,Male,New York,95000,2850,Doctorate Degree,14536
983,CB001983,46,Female,Texas,110000,5500,Bachelor's Degree,76539
1305,CB002305,39,Other,Arkansas,72000,4320,GED,72950
992,CB001992,30,Male,Virginia,50000,2500,,23398
222,CB001222,36,Male,New Mexico,57000,4560,Master's Degree,87313
679,CB001679,36,Male,Pennsylvania,72000,5040,Some High School,15715
827,CB001827,28,Male,South Carolina,28000,840,GED,29803
859,CB001859,32,Male,West Virginia,33000,1980,Master's Degree,24701
764,CB001764,41,Male,Ohio,140000,11200,Some High School,44288
708,CB001708,43,Male,Pennsylvania,,8000,High School Diploma,19119
656,CB001656,44,Other,Wyoming,130000,3900,Associate's Degree,82732
244,CB001244,38,Male,Florida,63000,3780,Bachelor's Degree,33142
67,CB001067,44,Female,Oklahoma,120000,8400,GED,73532
1220,CB002220,35,Female,Oklahoma,98000,3920,Master's Degree,74421
292,CB001292,46,Female,North Carolina,100000,5000,Master's Degree,28501
793,CB001793,35,Other,Minnesota,63000,3150,Bachelor's Degree,55109
1319,CB002319,16,Male,Arizona,570,40,,85045
374,CB001374,22,Male,Georgia,19000,1140,GED,30182
543,CB001543,33,Female,Missouri,34000,1700,Associate's Degree,64477
995,CB001995,43,Male,Washington,150000,4500,Some College,98846
780,CB001780,22,Other,North Carolina,10000,700,High School Diploma,28092
252,CB001252,22,Female,Ohio,25000,750,Some College,43011
488,CB001488,21,Female,Pennsylvania,23000,,Bachelor's Degree,16232
1465,CB002465,48,Female,Iowa,140000,7000,High School Diploma,51528
470,CB001470,32,Female,Texas,28000,2520,Associate's Degree,79789
554,CB001554,26,Male,Minnesota,27000,1620,Some High School,56361
486,CB001486,40,Male,Illinois,130000,5200,Bachelor's Degree,60137
483,CB001483,39,Male,Tennessee,95000,7600,High School Diploma,38139
1084,CB002084,33,Male,Florida,46000,1380,Some College,34120
642,CB001642,43,Male,Tennessee,100000,3000,Some High School,37416
165,CB001165,46,Female,Indiana,130000,3900,Associate's Degree,47954
1345,CB002345,37,,Michigan,66000,2640,Some High School,48168
743,CB001743,16,Female,,1700,119,,46928
948,CB001948,16,Female,North Carolina,560,50,,28146
683,CB001683,18,Other,Georgia,2400,96,Some High School,30627
445,CB001445,23,Male,West Virginia,16000,1120,Bachelor's Degree,25051
853,CB001853,31,Other,Oklahoma,48000,1440,Associate's Degree,73127
1444,CB002444,,Female,New York,27000,1620,High School Diploma,13027
382,CB001382,42,Female,New Mexico,110000,4400,Some College,87042
753,CB001753,29,Male,Louisiana,37000,1110,High School Diploma,71008
29,CB001029,32,Male,West Virginia,32000,1920,Associate's Degree,25062
1231,CB002231,20,Male,Texas,5900,413,Some High School,76640
37,CB001037,44,Female,Missouri,120000,3600,Some College,65332
707,CB001707,25,Male,Virginia,27000,2430,Some College,23920
